timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, yaw, pitch
14189, -1.3472808599472046, -0.2846815884113312, 0.009086268953979015, 0.012214911170303822, 0.1667887270450592, -0.24819834530353546, 0, 0, 0, 0, 0, 0
14209, -1.3621950149536133, -0.2926344871520996, 0.0544026643037796, -1.2600324153900146, -0.33437734842300415, -0.7561111450195312, 7000.0, 7000.0, 7000.0, 7000.0, 3.236776351928711, 0.7430427074432373
14230, -1.3787424564361572, -0.29782894253730774, 0.027156434953212738, -1.2260816097259521, -0.4492074251174927, -1.0035536289215088, 7000.0, 7000.0, 7000.0, 7000.0, 4.064876556396484, -1.3176108598709106
14252, -1.3929072618484497, -0.2997916340827942, 0.006530542857944965, -1.2253834009170532, -0.5196184515953064, -1.2647199630737305, 7000.0, 7000.0, 7000.0, 7000.0, 4.933609962463379, -0.25662460923194885
14269, -1.406420111656189, -0.31151503324508667, -0.01029949076473713, -1.1792821884155273, -0.8092029094696045, -1.3950412273406982, 7000.0, 7000.0, 7000.0, 7000.0, 3.834484100341797, -1.8831920623779297
14289, -1.4146628379821777, -0.3383234441280365, -0.021466543897986412, -1.1165518760681152, -1.3612133264541626, -1.1147209405899048, 7000.0, 7000.0, 7000.0, 7000.0, 3.627772808074951, -2.181124210357666
14309, -1.425328016281128, -0.3493189215660095, -0.027590129524469376, -1.0863724946975708, -1.3572790622711182, -1.3765685558319092, 7000.0, 7000.0, 7000.0, 7000.0, 2.0615415573120117, -3.4074811935424805
14331, -1.4316279888153076, -0.3376823961734772, -0.07879111170768738, -1.0165337324142456, -0.6886568069458008, -2.2442920207977295, 7000.0, 7000.0, 7000.0, 7000.0, 2.98504638671875, -2.847532272338867
14349, -1.435489296913147, -0.3541307747364044, -0.09826383739709854, -0.9218776822090149, -1.1407709121704102, -2.153205633163452, 7000.0, 7000.0, 7000.0, 7000.0, 3.497305393218994, -2.4470102787017822
14369, -1.431512475013733, -0.37457454204559326, -0.0895700752735138, -0.8448777794837952, -1.769460916519165, -1.514382004737854, 7000.0, 7000.0, 7000.0, 7000.0, 2.8788399696350098, -3.027223587036133
14389, -1.4374185800552368, -0.42485931515693665, -0.07539847493171692, -0.7274149656295776, -2.10371732711792, -0.7222838401794434, 7000.0, 7000.0, 7000.0, 7000.0, 1.4700580835342407, -3.6375482082366943
14409, -1.4338995218276978, -0.4453633725643158, -0.02238324284553528, -0.606090784072876, -1.8901028633117676, -0.16504870355129242, 7000.0, 7000.0, 7000.0, 7000.0, -0.722390353679657, -3.468535900115967
14431, -1.422533631324768, -0.4330196678638458, -0.005156899336725473, -0.49767330288887024, -1.6970216035842896, -0.01703745871782303, 7000.0, 7000.0, 7000.0, 7000.0, -1.3914140462875366, -3.1099693775177
14449, -1.4199919700622559, -0.44919082522392273, 0.01187293604016304, -0.4049677848815918, -1.5777885913848877, 0.11307290196418762, 7000.0, 7000.0, 7000.0, 7000.0, -2.02441668510437, -2.540479898452759
14474, -1.4087607860565186, -0.4461008310317993, 0.030976232141256332, -0.276324987411499, -1.3544931411743164, 0.2153966724872589, 7000.0, 7000.0, 7000.0, 7000.0, -2.2404136657714844, -2.304377794265747
14489, -1.405258297920227, -0.44919711351394653, 0.03741259500384331, -0.2163223773241043, -1.2201350927352905, 0.20174956321716309, 7000.0, 7000.0, 7000.0, 7000.0, -2.3753767013549805, -2.231773853302002
14509, -1.3990099430084229, -0.4507579803466797, 0.04501030221581459, -0.13643962144851685, -1.061873197555542, 0.2162124514579773, 7000.0, 7000.0, 7000.0, 7000.0, -2.4402341842651367, -2.0547542572021484
14529, -1.389642596244812, -0.4638732671737671, -0.008829905651509762, -0.032171547412872314, -1.1587169170379639, -1.1075385808944702, 7000.0, 7000.0, 7000.0, 7000.0, 3.4567127227783203, -2.313648223876953
14552, -1.3827687501907349, -0.4674798846244812, -0.01047325786203146, 0.018496640026569366, -1.3716973066329956, -0.9313672184944153, 7000.0, 7000.0, 7000.0, 7000.0, 1.8199234008789062, -2.9830658435821533
14572, -1.3785773515701294, -0.46942949295043945, -0.013540389947593212, 0.04038684442639351, -1.397473692893982, -0.5907027125358582, 7000.0, 7000.0, 7000.0, 7000.0, 1.722913146018982, -3.0170395374298096
14589, -1.3726521730422974, -0.45864197611808777, -0.005863582715392113, 0.0717477798461914, -1.2380706071853638, -0.3164055049419403, 7000.0, 7000.0, 7000.0, 7000.0, 0.24220284819602966, -3.210531711578369
14610, -1.368725061416626, -0.44622913002967834, 0.004552225582301617, 0.08786562085151672, -1.0510128736495972, -0.17016388475894928, 7000.0, 7000.0, 7000.0, 7000.0, -0.8630449771881104, -2.860100030899048
14630, -1.3630564212799072, -0.4493153989315033, -0.027787793427705765, 0.1371055543422699, -1.1193218231201172, -0.9078211188316345, 7000.0, 7000.0, 7000.0, 7000.0, 0.8275141716003418, -3.2353057861328125
14654, -1.3574426174163818, -0.44436970353126526, -0.0098298704251647, 0.1616266667842865, -1.174194574356079, -0.3806609511375427, 7000.0, 7000.0, 7000.0, 7000.0, 1.4350701570510864, -3.155208110809326
14669, -1.3549617528915405, -0.4380073845386505, -0.00708321388810873, 0.16168318688869476, -1.0641831159591675, -0.22394947707653046, 7000.0, 7000.0, 7000.0, 7000.0, -0.22001028060913086, -3.150688886642456
14689, -1.3539001941680908, -0.4204541742801666, 0.0013753495877608657, 0.15669837594032288, -0.8931763768196106, -0.10828793793916702, 7000.0, 7000.0, 7000.0, 7000.0, -0.9725494980812073, -2.8481860160827637
14709, -1.3502594232559204, -0.41303563117980957, 0.008147427812218666, 0.1719430536031723, -0.773719072341919, -0.03396350145339966, 7000.0, 7000.0, 7000.0, 7000.0, -1.480361819267273, -2.681485414505005
14733, -1.348449468612671, -0.4013238549232483, 0.012520826421678066, 0.1688852310180664, -0.6204648017883301, 0.00301170302554965, 7000.0, 7000.0, 7000.0, 7000.0, -1.890226125717163, -2.38832688331604
14749, -1.34651517868042, -0.3926159143447876, 0.015062767080962658, 0.17118878662586212, -0.5141931772232056, 0.01939791440963745, 7000.0, 7000.0, 7000.0, 7000.0, -2.2521636486053467, -2.1841864585876465
14772, -1.3440845012664795, -0.38095682859420776, 0.014192994683980942, 0.17894433438777924, -0.3979388475418091, 0.007765528745949268, 7000.0, 7000.0, 7000.0, 7000.0, -2.37579607963562, -1.9874132871627808
14789, -1.3411242961883545, -0.37694698572158813, 0.010331219993531704, 0.19151084125041962, -0.3555072844028473, -0.024316614493727684, 7000.0, 7000.0, 7000.0, 7000.0, -2.504488945007324, -1.8412446975708008
14813, -1.33804190158844, -0.3721694052219391, 0.010219174437224865, 0.20442651212215424, -0.31082189083099365, -0.01988525129854679, 7000.0, 7000.0, 7000.0, 7000.0, -2.56941556930542, -1.817367672920227
14829, -1.3373782634735107, -0.3637346625328064, 0.010374844074249268, 0.19433322548866272, -0.23186732828617096, -0.012355193495750427, 7000.0, 7000.0, 7000.0, 7000.0, -2.644801616668701, -1.8104015588760376
14853, -1.3398871421813965, -0.35330480337142944, 0.014001044444739819, 0.15832269191741943, -0.15770547091960907, 0.02290983684360981, 7000.0, 7000.0, 7000.0, 7000.0, -2.6362667083740234, -1.8206175565719604
14869, -1.338134765625, -0.35205259919166565, 0.012762819416821003, 0.1650206297636032, -0.15486788749694824, 0.012222846038639545, 7000.0, 7000.0, 7000.0, 7000.0, -2.6072959899902344, -1.7787214517593384
